race_id,municipality,office,seats,candidates_registered
ON-BD-adsb-trustee-red-rock,"Red Rock, Township of",trustee,1,1
ON-BD-adsb-trustee-w01,"Sault Ste. Marie, City of",trustee,1,1
ON-BD-adsb-trustee-w02,"Sault Ste. Marie, City of",trustee,1,2
ON-BD-adsb-trustee-w03,"Sault Ste. Marie, City of",trustee,1,1
ON-BD-adsb-trustee-w04,"Sault Ste. Marie, City of",trustee,1,1
ON-BD-adsb-trustee-w05,"Sault Ste. Marie, City of",trustee,1,1
ON-BD-alcdsb-trustee-bancroft-area,"Carlow/Mayo, Township of",trustee,1,1
ON-BD-alcdsb-trustee-belleville,"Belleville, City of",trustee,2,2
ON-BD-alcdsb-trustee-central-north-south-frontenac,"South Frontenac, Township of",trustee,1,0
ON-BD-alcdsb-trustee-greater-napanee,"Greater Napanee, Town of",trustee,1,0
ON-BD-alcdsb-trustee-greenstone-w1,"Greenstone, Municipality of",trustee,1,0
ON-BD-alcdsb-trustee-greenstone-w2,"Greenstone, Municipality of",trustee,1,1
ON-BD-alcdsb-trustee-loyalist,"Loyalist, Township of",trustee,1,0
ON-BD-alcdsb-trustee-prince-edward,"Prince Edward, County of",trustee,1,0
ON-BD-alcdsb-trustee-quinte-west,"Quinte West, City of",trustee,1,1
ON-BD-alcdsb-trustee-red-rock,"Red Rock, Township of",trustee,1,1
ON-BD-alcdsb-trustee-stone-mills,"Stone Mills, Township of",trustee,1,0
ON-BD-amdsb-trustee-bluewater,"Bluewater, Municipality of",trustee,1,1
ON-BD-amdsb-trustee-goderich,"Goderich, Town of",trustee,1,1
ON-BD-amdsb-trustee-howick,"Howick, Township of",trustee,,1
ON-BD-amdsb-trustee-morris-turnberry,"Morris-Turnberry, Municipality of",trustee,1,2
ON-BD-amdsb-trustee-perth-east,"Perth East, Township of",trustee,1,0
ON-BD-amdsb-trustee-stratford,"Stratford, City of",trustee,1,3
ON-BD-amdsb-trustee-west-perth,"West Perth, Municipality of",trustee,2,2
ON-BD-bgcdsb-trustee-arran-elderslie,"Arran-Elderslie, Municipality of",trustee,1,1
ON-BD-bgcdsb-trustee-brockton-w3436,"Brockton, Municipality of",trustee,1,1
ON-BD-bgcdsb-trustee-kincardine,"Kincardine, Municipality of",trustee,1,1
ON-BD-bgcdsb-trustee-meaford,"Meaford, Municipality of",trustee,1,0
ON-BD-bgcdsb-trustee-owen-sound-meaford-blue-mountains,"Owen Sound, City of",trustee,1,0
ON-BD-bgcdsb-trustee-west-grey,"West Grey, Municipality of",trustee,1,1
ON-BD-bhncdsb-trustee-brant,"Brant, County of",trustee,1,4
ON-BD-bhncdsb-trustee-haldimand,Haldimand County,trustee,1,1
ON-BD-bhncdsb-trustee-norfolk,Norfolk County,trustee,1,2
ON-BD-bwdsb-trustee-arran-elderslie,"Arran-Elderslie, Municipality of",trustee,1,1
ON-BD-bwdsb-trustee-brockton,"Brockton, Municipality of",trustee,1,1
ON-BD-bwdsb-trustee-kincardine,"Kincardine, Municipality of",trustee,1,1
ON-BD-bwdsb-trustee-meaford,"Meaford, Municipality of",trustee,1,1
ON-BD-bwdsb-trustee-northern-bruce-peninsula,"Northern Bruce Peninsula, Municipality of",trustee,,0
ON-BD-bwdsb-trustee-owen-sound,"Owen Sound, City of",trustee,1,0
ON-BD-bwdsb-trustee-south-bruce-peninsula,"South Bruce Peninsula, Town of",trustee,1,0
ON-BD-bwdsb-trustee-west-grey,"West Grey, Municipality of",trustee,1,1
ON-BD-cdsbeo-trustee-alfred-and-plantagenet,"Alfred and Plantagenet, Township of",trustee,1,0
ON-BD-cdsbeo-trustee-brockville,"Brockville, City of",trustee,1,0
ON-BD-cdsbeo-trustee-champlain,"Champlain, Township of",trustee,1,0
ON-BD-cdsbeo-trustee-clarence-rockland,"Clarence-Rockland, City of",trustee,1,0
ON-BD-cdsbeo-trustee-cornwall,"Cornwall, City of",trustee,,3
ON-BD-cdsbeo-trustee-east-hawkesbury,"East Hawkesbury, Township of",trustee,1,0
ON-BD-cdsbeo-trustee-montague,"Montague, Township of",trustee,,1
ON-BD-cdsbeo-trustee-north-dundas,"North Dundas, Township of",trustee,1,1
ON-BD-cdsbeo-trustee-north-grenville-area,"North Grenville, Municipality of",trustee,1,1
ON-BD-cdsbeo-trustee-prescott,"Prescott, Town of",trustee,,0
ON-BD-cdsbeo-trustee-rideau-lakes,"Rideau Lakes, Township of",trustee,1,0
ON-BD-cdsbeo-trustee-russell,"Russell, Township of",trustee,1,0
ON-BD-cdsbeo-trustee-south-glengarry,"South Glengarry, Township of",trustee,1,3
ON-BD-cecce-trustee-bancroft-area,"Carlow/Mayo, Township of",trustee,1,1
ON-BD-cepeo-trustee-alfred-and-plantagenet,"Alfred and Plantagenet, Township of",trustee,1,0
ON-BD-cepeo-trustee-champlain,"Champlain, Township of",trustee,1,0
ON-BD-cepeo-trustee-clarence-rockland,"Clarence-Rockland, City of",trustee,1,1
ON-BD-cepeo-trustee-cornwall,"Cornwall, City of",trustee,,1
ON-BD-cepeo-trustee-deep-river,"Deep River, Town of",trustee,,0
ON-BD-cepeo-trustee-east-hawkesbury,"East Hawkesbury, Township of",trustee,1,0
ON-BD-cepeo-trustee-hastings-highlands,"Hastings Highlands, Municipality of",trustee,,0
ON-BD-cepeo-trustee-hawkesbury,"Hawkesbury, Town of",trustee,1,0
ON-BD-cepeo-trustee-highlands-east,"Highlands East, Municipality of",trustee,,1
ON-BD-cepeo-trustee-pembroke,"Pembroke, City of",trustee,1,0
ON-BD-cepeo-trustee-prescott,"Prescott, Town of",trustee,,0
ON-BD-cepeo-trustee-prince-edward,"Prince Edward, County of",trustee,1,0
ON-BD-cepeo-trustee-region-2,"South Frontenac, Township of",trustee,1,0
ON-BD-cepeo-trustee-rideau-lakes,"Rideau Lakes, Township of",trustee,1,0
ON-BD-cepeo-trustee-russell,"Russell, Township of",trustee,1,1
ON-BD-cepeo-trustee-tay-valley,"Tay Valley, Township of",trustee,1,0
ON-BD-cepeo-trustee-zone06,"Ottawa, City of",trustee,1,1
ON-BD-cepeo-trustee-zone07,"Ottawa, City of",trustee,1,2
ON-BD-cepeo-trustee-zone08,"Ottawa, City of",trustee,1,1
ON-BD-cepeo-trustee-zone09,"Ottawa, City of",trustee,1,1
ON-BD-cepeo-trustee-zone10,"Ottawa, City of",trustee,1,1
ON-BD-cepeo-trustee-zone11,"Ottawa, City of",trustee,1,2
ON-BD-cepeo-trustee-zone12,"Ottawa, City of",trustee,1,1
ON-BD-cscdgr-trustee-kirkland-lake,"Kirkland Lake, Town of",trustee,1,1
ON-BD-cscdgr-trustee-timmins,"Timmins, City of",trustee,1,1
ON-BD-cscmonavenir-trustee-ajax,"Oshawa, City of",trustee,1,1
ON-BD-cscmonavenir-trustee-brampton,"Brampton, City of",trustee,1,1
ON-BD-cscmonavenir-trustee-grey-bruce,"Owen Sound, City of",trustee,1,0
ON-BD-cscmonavenir-trustee-halton-hills,"Oakville, Town of",trustee,1,1
ON-BD-cscmonavenir-trustee-hamilton-citywide,"Hamilton, City of",trustee,1,1
ON-BD-cscmonavenir-trustee-king-vaughan,"Vaughan, City of",trustee,1,1
ON-BD-cscmonavenir-trustee-midland,"Barrie, City of",trustee,1,4
ON-BD-cscmonavenir-trustee-mississauga-citywide,"Mississauga, City of",trustee,1,1
ON-BD-cscmonavenir-trustee-norfolk-haldimand,"Kitchener, City of",trustee,1,1
ON-BD-cscmonavenir-trustee-st-thomas,"St. Thomas, City of",trustee,1,
ON-BD-cscprovidence-trustee-brockton,"Brockton, Municipality of",trustee,1,0
ON-BD-cscprovidence-trustee-essex-town,"Essex, Town of",trustee,1,1
ON-BD-cscprovidence-trustee-goderich,"Goderich, Town of",trustee,1,0
ON-BD-cscprovidence-trustee-hanover,"Hanover, Town of",trustee,1,0
ON-BD-cscprovidence-trustee-huron-kinloss,"Huron-Kinloss, Township of",trustee,1,0
ON-BD-cscprovidence-trustee-kincardine,"Kincardine, Municipality of",trustee,1,0
ON-BD-cscprovidence-trustee-leamington,"Leamington, Municipality of",trustee,1,0
ON-BD-cscprovidence-trustee-morris-turnberry,"Morris-Turnberry, Municipality of",trustee,1,0
ON-BD-cscprovidence-trustee-northern-bruce-peninsula,"Northern Bruce Peninsula, Municipality of",trustee,,0
ON-BD-cscprovidence-trustee-perth-east,"Perth East, Township of",trustee,1,0
ON-BD-cscprovidence-trustee-perth-south,"Perth South, Township of",trustee,,0
ON-BD-cscprovidence-trustee-point-edward,"Point Edward, Village of",trustee,1,0
ON-BD-cscprovidence-trustee-sarnia,"Sarnia, City of",trustee,1,0
ON-BD-cscprovidence-trustee-south-bruce-peninsula,"South Bruce Peninsula, Town of",trustee,1,0
ON-BD-cscprovidence-trustee-stratford,"Stratford, City of",trustee,1,0
ON-BD-cscprovidence-trustee-strathroy-caradoc,"Strathroy-Caradoc, Municipality of",trustee,1,0
ON-BD-cscprovidence-trustee-tillsonburg,"Tillsonburg, Town of",trustee,1,0
ON-BD-cscprovidence-trustee-w01-tecumseh-lasalle,"Windsor, City of",trustee,1,1
ON-BD-cscprovidence-trustee-w02-w03-w04-w05-w10,"Windsor, City of",trustee,1,1
ON-BD-cscprovidence-trustee-w06-w07-w08-w09,"Windsor, City of",trustee,1,1
ON-BD-cscprovidence-trustee-warwick,"Warwick, Township of",trustee,1,0
ON-BD-cscprovidence-trustee-west-perth,"West Perth, Municipality of",trustee,1,0
ON-BD-csdcab-trustee-dryden,"Dryden, City of",trustee,1,1
ON-BD-csdcab-trustee-kenora,"Kenora, City of",trustee,1,0
ON-BD-csdcab-trustee-manitouwadge,"Manitouwadge, Township of",trustee,1,0
ON-BD-csdcab-trustee-terrace-bay,"Terrace Bay, Township of",trustee,1,1
ON-BD-csdcce-trustee-hastings-highlands,"Hastings Highlands, Municipality of",trustee,,1
ON-BD-csdcce-trustee-north-glengarry,"North Glengarry, Township of",trustee,1,1
ON-BD-csdcce-trustee-pembroke,"Pembroke, City of",trustee,1,1
ON-BD-csdcce-trustee-prescott,"Prescott, Town of",trustee,,0
ON-BD-csdcce-trustee-rideau-lakes,"Rideau Lakes, Township of",trustee,1,0
ON-BD-csdcce-trustee-secteur2,"North Grenville, Municipality of",trustee,1,1
ON-BD-csdcce-trustee-tay-valley,"Tay Valley, Township of",trustee,1,0
ON-BD-csdcce-trustee-zone-1,"South Frontenac, Township of",trustee,1,1
ON-BD-csdcce-trustee-zone04,"Ottawa, City of",trustee,1,1
ON-BD-csdcce-trustee-zone05,"Ottawa, City of",trustee,1,1
ON-BD-csdcce-trustee-zone06,"Ottawa, City of",trustee,1,2
ON-BD-csdcce-trustee-zone07,"Ottawa, City of",trustee,1,2
ON-BD-csdcce-trustee-zone08,"Ottawa, City of",trustee,1,1
ON-BD-csdcce-trustee-zone09,"Ottawa, City of",trustee,1,1
ON-BD-csdcce-trustee-zone10,"Ottawa, City of",trustee,1,1
ON-BD-csdcce-trustee-zone11,"Ottawa, City of",trustee,1,1
ON-BD-csdceo-trustee-alfred-and-plantagenet,"Alfred and Plantagenet, Township of",trustee,1,1
ON-BD-csdceo-trustee-champlain,"Champlain, Township of",trustee,1,0
ON-BD-csdceo-trustee-clarence-rockland,"Clarence-Rockland, City of",trustee,1,1
ON-BD-csdceo-trustee-cornwall,"Cornwall, City of",trustee,,1
ON-BD-csdceo-trustee-east-hawkesbury,"East Hawkesbury, Township of",trustee,1,0
ON-BD-csdceo-trustee-hawkesbury,"Hawkesbury, Town of",trustee,1,1
ON-BD-csdceo-trustee-north-dundas,"North Dundas, Township of",trustee,1,3
ON-BD-csdceo-trustee-south-glengarry,"South Glengarry, Township of",trustee,1,1
ON-BD-csdcfn-trustee-north-bay,"North Bay, City of",trustee,,0
ON-BD-csdcfn-trustee-west-nipissing,"West Nipissing, Municipality of",trustee,3,3
ON-BD-csdcno-trustee-at-large,"Sault Ste. Marie, City of",trustee,,1
ON-BD-csdcno-trustee-greenstone-w1,"Greenstone, Municipality of",trustee,2,3
ON-BD-csdcno-trustee-greenstone-w2,"Greenstone, Municipality of",trustee,1,1
ON-BD-csdcno-trustee-red-lake,"Red Lake, Municipality of",trustee,,0
ON-BD-csdcno-trustee-zone04,"Greater Sudbury, City of",trustee,1,2
ON-BD-csdcno-trustee-zone05,"Greater Sudbury, City of",trustee,1,4
ON-BD-csdcno-trustee-zone06,"Greater Sudbury, City of",trustee,1,2
ON-BD-cspgno-trustee-area07,"Greater Sudbury, City of",trustee,1,1
ON-BD-cspgno-trustee-area08,"Greater Sudbury, City of",trustee,1,1
ON-BD-cspgno-trustee-area11,"Greater Sudbury, City of",trustee,1,1
ON-BD-cspgno-trustee-area12,"Greater Sudbury, City of",trustee,1,1
ON-BD-cspgno-trustee-at-large,"Sault Ste. Marie, City of",trustee,,1
ON-BD-cspgno-trustee-kenora,"Kenora, City of",trustee,1,0
ON-BD-cspgno-trustee-manitouwadge,"Manitouwadge, Township of",trustee,1,1
ON-BD-cspgno-trustee-red-lake,"Red Lake, Municipality of",trustee,,0
ON-BD-cspgno-trustee-terrace-bay,"Terrace Bay, Township of",trustee,1,0
ON-BD-cspne-trustee-greenstone,"Greenstone, Municipality of",trustee,1,0
ON-BD-cspne-trustee-kirkland-lake,"Kirkland Lake, Town of",trustee,1,0
ON-BD-cspne-trustee-muskoka-zonea,"Huntsville, Town of",trustee,1,0
ON-BD-cspne-trustee-north-bay,"North Bay, City of",trustee,,1
ON-BD-cspne-trustee-timmins,"Timmins, City of",trustee,2,2
ON-BD-cspne-trustee-west-nipissing,"West Nipissing, Municipality of",trustee,2,2
ON-BD-cspno-trustee-carling,"Carling, Township of",trustee,1,0
ON-BD-csviamonde-trustee-ajax,"Oshawa, City of",trustee,1,1
ON-BD-csviamonde-trustee-amaranth,"Barrie, City of",trustee,1,1
ON-BD-csviamonde-trustee-essex-town,"Windsor, City of",trustee,1,1
ON-BD-csviamonde-trustee-grimsby,"Hamilton, City of",trustee,1,1
ON-BD-csviamonde-trustee-mississauga-citywide,"Mississauga, City of",trustee,1,1
ON-BD-csviamonde-trustee-sarnia,"Sarnia, City of",trustee,1,1
ON-BD-csviamonde-trustee-sector9,"London, City of",trustee,1,1
ON-BD-csviamonde-trustee-york-region,"Vaughan, City of",trustee,1,1
ON-BD-dcdsb-trustee-ajax,"Ajax, Town of",trustee,2,1
ON-BD-dcdsb-trustee-uxbridge,"Uxbridge, Township of",trustee,1,1
ON-BD-dcdsb-trustee-whitby,"Whitby, Town of",trustee,2,1
ON-BD-ddsb-trustee-ajax,"Ajax, Town of",trustee,2,4
ON-BD-ddsb-trustee-uxbridge,"Uxbridge, Township of",trustee,1,3
ON-BD-ddsb-trustee-whitby,"Whitby, Town of",trustee,2,3
ON-BD-dpcdsb-trustee-amaranth,"Amaranth, Township of",trustee,,1
ON-BD-dpcdsb-trustee-mono,"Mono, Town of",trustee,1,1
